Latitude,Longitude,Class,B1,B2,B3,B4,B5,B6
35.7165008920313,-82.6097301613342,0,157,195,590,280,3512,1604
35.5010815955769,-82.8130946344145,0,104,143,539,231,3951,1638
35.5248722289221,-82.4966412636437,0,90,133,523,225,3599,1478
35.7354030390727,-82.6670893716902,0,120,143,393,187,2397,1078
35.6770671025139,-82.6191813948588,0,157,189,517,254,3332,1416
35.6461066892565,-82.3894186488305,0,127,170,466,335,2113,1354
35.607324697913,-82.8430778580097,0,175,232,568,422,2785,1992
35.6353520193881,-82.3252154417844,0,77,109,536,196,3924,1518
35.7490908007234,-82.6107078751471,0,292,308,586,387,2685,1587
35.6350261203012,-82.7612758023316,0,101,125,492,184,4006,1507
35.6708750198625,-82.7690975128346,0,108,143,518,206,4206,1589
35.7474613052888,-82.8303675784422,0,118,159,427,252,3114,1236
35.6536023682557,-82.6752369867976,0,228,259,595,360,3536,1886
35.6148203769121,-82.760623993123,0,132,169,478,237,2762,1373
35.7191080847267,-82.8541586145557,0,108,157,526,233,3301,1472
35.6467584874303,-82.7035906873713,0,305,417,805,691,3247,2208
35.4769650631448,-82.3666053265299,0,99,151,497,306,2862,1677
35.4873938339262,-82.3969144547293,0,136,158,516,235,3309,1386
35.6920584605123,-82.7971253088041,0,132,176,556,283,3434,1627
35.5669132111348,-82.3255413463886,0,115,161,548,331,2424,1647
35.5528995503972,-82.7778969371506,0,106,166,592,332,3379,1773
35.6861922769477,-82.491426789975,0,89,126,472,205,3505,1354
35.7158490938575,-82.3545468561709,0,170,246,493,429,2630,1637
35.7086793139452,-82.6175518718373,0,167,199,467,275,2415,1339
35.7275814609866,-82.6067970198956,0,158,190,553,275,2929,1320
35.4828312467094,-82.8254790093778,0,113,171,556,275,3827,1613
35.713567800249,-82.6221145362974,0,189,220,543,326,2899,1567
35.5359527978774,-82.6781701282362,0,136,161,519,230,3549,1425
35.7357289381596,-82.6807773650706,0,232,285,695,457,3470,1959
35.5489887613542,-82.2978394550235,0,69,108,517,221,3250,1425
35.5216132380529,-82.7355293385922,0,103,138,456,210,3307,1428
35.5173765499229,-82.5096774478155,0,84,118,453,179,3356,1226
35.6676160289932,-82.8613285158502,0,133,183,625,313,3819,1693
35.5441002750504,-82.6110337797514,0,144,178,511,300,3652,1712
35.6477361846911,-82.331407629266,0,73,113,467,188,3329,1364
35.5577880367011,-82.3851818889747,0,132,184,584,339,3365,1634
35.6871699742085,-82.3701902771771,0,172,242,571,565,2662,2189
35.660446249081,-82.3741011324286,0,131,175,484,336,2579,1618
35.5610470275703,-82.8248272001692,0,141,184,475,329,2587,1314
35.7516979934187,-82.4167946355913,0,97,142,454,226,3025,1303
35.7474613052888,-82.5334684839291,0,115,144,420,195,3727,1353
35.4929341184039,-82.3252154417844,0,87,139,557,296,2991,1673
35.4707729804933,-82.7593203747058,0,97,137,537,210,3949,1637
35.5075995773153,-82.6432983355766,0,103,134,450,196,2960,1260
35.6027621106961,-82.7013093551412,0,171,215,663,469,3459,1928
35.7363807363335,-82.5080479247941,0,83,134,446,195,3130,1181
35.664682937211,-82.5442233358708,0,143,167,379,201,2557,1079
35.6881476714692,-82.4695911814872,0,145,203,555,384,3181,1579
35.5463815686588,-82.6087524475213,0,179,223,581,339,4147,1759
35.5571362385272,-82.3695384679685,0,84,132,558,266,3231,1534
35.5525736513103,-82.3578059022139,0,97,139,543,268,3107,1400
35.6487138819519,-82.3017503102751,0,128,166,561,307,2870,1503
35.6777189006878,-82.379967415306,0,134,195,355,357,1571,1367
35.7233447728566,-82.7616017069359,0,127,171,571,265,3875,1710
35.676741203427,-82.3128310668211,0,79,129,509,277,2627,1363
35.5056441827938,-82.6550309013313,0,134,164,533,236,3286,1351
35.4818535494486,-82.7847409338408,0,120,167,664,343,3564,1802
35.7204116810744,-82.3294522016402,0,130,184,532,360,2753,1622
35.5929851380885,-82.3288003924316,0,91,116,465,201,3353,1296
35.6907548641646,-82.6967466906811,0,164,199,456,305,2490,1364
35.5284571188782,-82.6563345197485,0,213,300,580,578,3039,1579
35.7308404518558,-82.5869168390335,0,180,207,439,267,2147,1267
35.7569123788094,-82.5898499804722,0,175,204,511,266,2746,1283
35.7142195984229,-82.6592676611871,0,157,192,453,276,2478,1395
35.648062083778,-82.4633989940056,0,99,141,419,237,2521,1221
35.6079764960868,-82.3310817246617,0,134,159,400,230,2905,1167
35.5219391371398,-82.5914795034937,0,149,179,446,249,2844,1245
35.7246483692043,-82.5504155233525,0,94,136,398,216,2449,1079
35.6956433504684,-82.6592676611871,0,235,285,585,436,2461,1761
35.7077016166845,-82.5986494047882,0,153,179,451,265,2799,1222
35.6288340376497,-82.4330898658061,0,96,130,401,207,2427,1176
35.7367066354204,-82.6455796678067,0,176,200,466,247,3048,1335
35.7207375801613,-82.6934876446381,0,127,151,367,191,2567,1195
35.6457807901696,-82.7221672498161,0,431,501,788,808,2950,2307
35.4838089439701,-82.4477555729994,0,95,126,484,219,3168,1276
35.5144434581406,-82.7290112465063,0,186,227,570,419,2881,1611
35.5734311928732,-82.6980503090983,0,203,264,529,387,2700,1308
35.672830414384,-82.5556299970212,0,142,179,446,230,2964,1242
35.7373584335942,-82.3255413463886,0,138,221,415,404,1640,669
35.6184052668683,-82.5849614114078,0,138,175,447,228,3083,1247
35.6959692495553,-82.671326131546,0,157,192,492,250,2801,1337
35.5268276234436,-82.3806192245146,0,151,204,479,373,2551,1373
35.4785945585794,-82.482627365659,0,238,372,603,524,3105,1630
35.5001038983161,-82.6188554902545,0,144,173,428,245,2501,1207
35.6813037906439,-82.5931090265152,0,167,197,469,265,2724,1369
35.7533274888533,-82.6599194703957,0,198,238,550,316,2827,1551
35.5095549718368,-82.6960948814725,0,142,179,537,275,3269,1632
35.4789204576663,-82.4171205401956,0,119,145,421,218,2669,1184
35.5059700818807,-82.6530754737055,0,142,181,477,274,2492,1221
35.4942377147516,-82.7303148649235,0,240,290,618,436,3312,1698
35.6845627815131,-82.6915322170124,0,156,185,493,235,2989,1222
35.6610980472548,-82.6517718552883,0,154,178,475,231,2884,1230
35.5300866143128,-82.5846355068035,0,134,163,424,208,2807,1173
35.6897771669038,-82.5073961155855,0,143,178,457,242,2788,1256
35.6705491207755,-82.5872427436378,0,149,183,427,240,2649,1220
35.7145454975098,-82.6794737466534,0,176,197,504,254,2616,1345
35.5160729535752,-82.5618221845028,0,108,145,404,186,2843,1152
35.7181303874659,-82.6230922501103,0,178,207,475,318,2357,1413
35.50075569649,-82.6185295856502,0,148,187,419,259,2437,1254
35.7432246171588,-82.5696438950059,0,139,176,444,244,2600,1249
35.6581649554726,-82.5592149476684,0,95,136,412,193,2779,1120
35.7129160020752,-82.651445950684,0,167,191,458,252,2421,1178
35.7331217454643,-82.3066388793395,0,896,978,1170,1188,2381,519
35.7533274888533,-82.3310817246617,0,70,118,255,241,1367,621
35.6826073869916,-82.7681197990218,0,135,162,477,225,2654,1235
35.7373584335942,-82.3239118233672,0,236,318,523,488,1598,553
35.4994521001423,-82.6126633027729,0,125,167,466,247,2758,1260
35.4766391640579,-82.4487332868123,0,107,133,456,219,3005,1289
35.5933110371754,-82.4643767078185,0,143,175,412,253,2509,1277
35.7481131034626,-82.5667107535672,0,155,193,502,286,2715,1380
35.7370325345073,-82.2864327938732,0,503,556,709,651,1995,334
35.6992282404245,-82.6749110821933,0,178,201,496,265,2968,1437
35.7393138281157,-82.328148583223,0,-91,46,336,313,1647,551
35.7285591582474,-82.2926249813548,0,55,159,400,338,1957,570
35.729862754595,-82.3046834517137,0,-141,10,313,303,1709,635
35.7116124057275,-82.5748583686746,0,213,249,530,388,2671,1398
35.545729770485,-82.5667107535672,0,126,152,391,187,2777,1127
35.472076576841,-82.5233654411959,0,170,215,495,302,2835,1404
35.6819555888177,-82.594086740328,0,178,221,446,322,2332,1410
35.5160729535752,-82.5549781878126,0,129,166,431,215,2831,1182
35.5098808709238,-82.5627998983157,0,135,167,425,246,2569,1240
35.7184562865528,-82.5836577929906,0,166,184,399,250,2134,1110
35.5401894860074,-82.5921313127023,0,143,174,405,209,2733,1177
35.5033628891853,-82.5422679082451,0,273,322,606,664,2304,1939
35.5281312197913,-82.5559559016255,0,130,158,395,195,2608,1109
35.7171526902052,-82.5481341911224,0,127,164,395,202,2573,1016
35.7197598829005,-82.6781701282362,0,191,215,509,306,2369,1362
35.6757635061663,-82.6462314770153,0,165,178,532,264,3080,1287
35.6105836887822,-82.5647553259414,0,218,260,536,383,3183,1548
35.6650088362979,-82.6191813948588,0,158,193,484,284,2863,1372
35.5255240270959,-82.3633462804869,0,125,162,512,261,3045,1357
35.6079764960868,-82.5820282699691,0,127,160,419,195,3658,1285
35.5610470275703,-82.4757833689688,0,182,236,592,433,3466,1755
35.7266037637258,-82.2926249813548,0,-29,56,262,226,1456,648
35.611235486956,-82.4506887144381,0,110,145,393,204,2939,1288
35.6663124326456,-82.6364543388864,0,164,196,423,268,2220,1258
35.7207375801613,-82.663504421043,0,159,196,449,266,2539,1369
35.7461577089411,-82.6579640427699,0,186,213,531,333,2944,1597
35.5261758252698,-82.3995216915637,0,142,173,459,248,2907,1276
35.7516979934187,-82.6465573816196,0,126,165,522,293,3258,1502
35.7569123788094,-82.6165741580244,0,99,138,354,214,1865,1172
35.5630024220918,-82.6592676611871,0,133,157,421,214,2970,1155
35.7171526902052,-82.6830586973007,0,159,187,415,230,2087,1088
35.7350771399858,-82.290669553729,0,145,243,495,416,2028,303
35.6594685518202,-82.6432983355766,0,243,289,656,462,3006,1416
35.6884735705562,-82.7674679898132,0,161,199,497,290,2779,1403
35.6679419280802,-82.6142928257944,0,163,202,472,270,2543,1296
35.6682678271671,-82.645905572411,0,181,221,522,285,3054,1400
35.680977891557,-82.5540004739997,0,151,194,466,269,2724,1415
35.6350261203012,-82.6087524475213,0,150,176,457,238,2763,1193
35.4948895129254,-82.6155964442115,0,168,201,451,306,2330,1326
35.5216132380529,-82.5517191417696,0,136,162,393,214,2557,1153
35.7334476445512,-82.2880623168947,0,-67,12,270,182,2314,630
35.7184562865528,-82.7413956214696,0,152,189,508,288,2714,1314
35.7148713965967,-82.6648080394601,0,145,173,476,240,2840,1283
35.4792463567532,-82.5702957042145,0,158,198,535,289,2879,1359
35.6552318636903,-82.7084792564357,0,374,443,808,651,3191,2123
35.7363807363335,-82.5412901944322,0,317,426,891,1061,2279,2150
35.6219901568244,-82.6120114935643,0,203,241,593,380,3810,1668
35.6294858358236,-82.7247744866505,0,150,175,462,241,2870,1294
35.5121621645322,-82.5605185660856,0,125,147,382,197,2609,1062
35.7288850573343,-82.5497637141439,0,287,372,742,704,2894,2163
35.5571362385272,-82.5706216088188,0,135,166,406,202,2985,1250
35.5049923846199,-82.5680143719844,0,140,166,415,217,2573,1118
35.5665873120479,-82.6863177433436,0,542,682,1222,1647,2864,2478
35.717804488379,-82.677844223632,0,200,243,587,341,2844,1645
35.6894512678169,-82.7136937301044,0,186,202,407,224,2742,1081
35.5522477522234,-82.5429197174537,0,153,184,372,228,2436,1146
35.750394397071,-82.6540531875184,0,157,184,411,262,2140,1294
35.7311663509427,-82.5849614114078,0,218,244,495,348,2434,1490
35.5001038983161,-82.4249422506987,0,111,190,547,514,2376,1271
35.729862754595,-82.6296103421962,0,166,195,446,272,2483,1270
35.6741340107317,-82.5305353424904,0,138,176,452,254,2678,1212
35.5027110910115,-82.6129892073772,0,130,170,412,242,2447,1206
35.7279073600735,-82.3121792576125,0,5,80,253,209,1437,487
35.5196578435314,-82.5722511318402,0,124,156,419,215,2869,1220
35.4697952832325,-82.4891454577449,0,144,166,394,215,2298,1065
35.4789204576663,-82.4852346024934,0,166,204,450,352,2657,1426
35.4779427604056,-82.4246163460944,0,170,216,506,312,2854,1459
35.7292109564212,-82.2913213629376,0,80,157,395,310,2049,446
35.6539282673426,-82.6426465263681,0,184,213,480,290,2622,1375
35.7575641769833,-82.3278226786187,0,89,140,293,258,1602,645
35.5362786969643,-82.5680143719844,0,138,166,386,209,2655,1168
35.5261758252698,-82.5882204574507,0,138,172,454,246,2828,1319
35.484460742144,-82.4526441420638,0,301,365,802,746,3103,2116
35.5186801462706,-82.4070174974625,0,142,183,438,259,2609,1310
35.7494166998103,-82.3796415107017,0,116,152,411,217,2832,1097
35.5092290727499,-82.5540004739997,0,143,178,453,256,2631,1191
35.6747858089055,-82.7335739109665,0,167,207,530,300,2609,1498
35.7204116810744,-82.6331952928435,0,184,219,544,337,3068,1576
35.4701211823195,-82.4705688953001,0,203,245,585,492,2686,1784
35.5594175321357,-82.868824321749,0,100,134,451,214,2977,1265
35.6226419549982,-82.4790424150118,0,161,209,531,330,3392,1559
35.5939628353492,-82.6344989112607,0,143,167,432,250,2881,1432
35.5232427334875,-82.6899026939909,0,115,168,546,351,3290,1531
35.615472175086,-82.6374320526993,0,254,309,540,376,2774,1426
35.7389879290288,-82.548786000331,0,182,240,465,374,2458,1340
35.6281822394759,-82.4637248986099,0,96,172,417,378,1970,1238
35.7005318367722,-82.7075015426228,0,156,189,521,257,3455,1500
35.6157980741729,-82.6123373981686,0,172,209,556,269,3963,1600
35.7526756906795,-82.5526968555825,0,162,203,542,317,3004,1412
35.5242204307483,-82.8440555718226,0,102,159,404,284,2073,1177
35.4913046229693,-82.7420474306781,0,189,246,585,447,2555,1772
35.4913046229693,-82.5689920857973,0,238,310,565,496,1502,1003
35.7213893783351,-82.5536745693954,0,145,181,469,259,2814,1281
35.5216132380529,-82.8150500620403,0,214,271,622,436,3011,1599
35.6852145796869,-82.5276022010518,0,129,161,463,224,3009,1251
35.7174785892921,-82.7707270358561,0,121,151,498,208,3113,1247
35.5079254764022,-82.5491119049353,0,141,183,456,263,2570,1198
35.7174785892921,-82.7117383024787,0,158,190,490,260,2799,1318
35.5027110910115,-82.4458001453736,0,88,136,452,270,2898,1524
35.4779427604056,-82.4862123163063,0,348,413,765,731,3115,1883
35.5183542471837,-82.5836577929906,0,420,534,945,1077,3338,3303
35.6268786431282,-82.4783906058032,0,160,196,470,296,2736,1280
35.513139861793,-82.6169000626287,0,182,235,546,426,2918,2022
35.6614239463418,-82.5999530232054,0,249,302,687,486,3794,2035
35.5450779723112,-82.5660589443586,0,135,167,417,215,2953,1232
35.7112865066406,-82.6494905230582,0,199,246,549,373,2937,1631
35.7034649285545,-82.7521504734113,0,127,160,465,208,3158,1373
35.5561585412665,-82.6133151119815,0,124,146,385,183,3026,1226
35.525198128009,-82.5566077108341,0,123,164,453,284,2887,1155
35.6760894052532,-82.5996271186011,0,139,160,405,200,2814,1170
35.6901030659908,-82.5895240758679,0,163,197,464,279,2603,1433
35.5339974033559,-82.3848559843704,0,133,166,485,237,2926,1290
35.521287338966,-82.8130946344145,0,161,217,498,363,2369,1377
35.7520238925056,-82.5393347668064,0,94,143,479,205,3287,1364
35.6920584605123,-82.6837105065093,0,142,168,523,232,3180,1252
35.537582293312,-82.4034325468152,0,151,206,610,486,2904,1470
35.5695204038302,-82.6918581216166,0,131,154,500,221,3276,1271
35.574408890134,-82.7938662627611,0,147,197,457,301,2488,1190
35.5486628622673,-82.6872954571565,0,285,392,784,683,2915,1938
35.6995541395114,-82.7576908516843,0,127,161,478,226,2826,1227
35.4906528247954,-82.8209163449176,0,95,137,379,271,1874,1150
35.713567800249,-82.6191813948588,0,171,208,469,286,2496,1307
35.5287830179651,-82.4034325468152,0,125,157,479,237,2808,1274
35.5206355407921,-82.3806192245146,0,164,212,539,343,2834,1420
35.7295368555081,-82.6406910987423,0,187,219,463,300,2384,1408
35.5157470544883,-82.3923517902692,0,157,178,489,270,2832,1437
35.5626765230049,-82.4989225958738,0,117,146,399,197,2621,1020
35.6751117079924,-82.5292317240733,0,122,151,463,218,2771,1186
35.7451800116803,-82.5803987469476,0,208,259,606,460,2750,1761
35.7142195984229,-82.5862650298249,0,237,295,585,414,2879,1571
35.7435505162457,-82.302728024088,0,-75,63,303,375,1685,916
35.5072736782284,-82.5650812305457,0,129,157,418,228,2783,1249
35.5496405595281,-82.8541586145557,0,134,174,478,255,2775,1360
35.4860902375786,-82.5891981712636,0,126,156,476,217,3059,1228
35.7285591582474,-82.5438974312665,0,99,126,423,174,2964,1085
35.7376843326811,-82.6638303256472,0,133,154,437,187,3270,1449
35.5075995773153,-82.6807773650706,0,172,212,535,276,2952,1597
35.697272845903,-82.6758887960062,0,161,192,509,249,2948,1461
35.6245973495197,-82.3372739121433,0,242,339,641,705,1819,1683
35.680651992470104,-82.7925626443439,0,143,178,462,250,2599,1297
35.6347002212143,-82.4601399479626,0,111,156,463,267,3219,1326
35.6790224970355,-82.5373793391806,0,108,141,432,204,2996,1262
35.5326938070082,-82.640365194138,0,236,299,618,497,2720,1632
35.6897771669038,-82.7205377267946,0,136,160,408,191,2585,1155
35.676741203427,-82.5191286813401,0,103,143,443,210,2884,1148
35.5310643115736,-82.5553040924169,0,116,152,454,207,3126,1334
35.5528995503972,-82.594086740328,0,144,173,439,222,3239,1324
35.648062083778,-82.7413956214696,0,181,225,555,392,2939,1489
35.5196578435314,-82.5839836975949,0,396,510,940,1004,3249,3084
35.7119383048144,-82.7889776936967,0,124,150,434,207,2778,1200
35.5600693303095,-82.5966939771624,0,133,162,407,198,3174,1152
35.5441002750504,-82.4614435663798,0,248,320,624,493,2995,1712
35.5196578435314,-82.4298308197632,0,132,165,473,259,2655,1229
35.5522477522234,-82.5937608357237,0,131,160,400,194,2934,1138
35.5222650362267,-82.814724157436,0,153,201,483,306,2317,1252
35.6558836618641,-82.7648607529788,0,175,232,565,353,3265,1554
35.7187821856398,-82.5468305727052,0,129,166,432,216,2784,1175
35.7047685249022,-82.51684734911,0,142,175,451,271,3025,1454
35.5545290458319,-82.4774128919903,0,157,223,589,468,2885,1475
35.7018354331199,-82.568666181193,0,250,321,596,521,2790,1571
35.6708750198625,-82.7397660984481,0,206,296,696,513,1375,1347
35.7077016166845,-82.4911008853707,0,126,236,574,491,2664,1561
35.7142195984229,-82.7306407695278,0,178,213,500,343,2453,1569
35.4994521001423,-82.6837105065093,0,46,96,491,196,3205,1286
35.7236706719436,-82.7384624800309,0,115,143,458,193,2990,1308
35.7409433235503,-82.6710002269417,0,142,162,468,252,3170,1505
35.701183634946,-82.7932144535525,0,211,254,641,381,3919,1829
35.5030369900984,-82.608426542917,0,140,172,458,231,2923,1289
35.701183634946,-82.5957162633495,0,148,172,475,229,2956,1222
35.6845627815131,-82.5784433193219,0,265,358,727,636,3164,2166
35.7344253418119,-82.694465358451,0,154,216,535,396,2139,1352
35.6004808170876,-82.437326625662,0,391,542,1148,1230,3143,2091
35.6532764691687,-82.7140196347087,0,199,225,483,307,3042,1356
35.5470333668327,-82.5817023653648,0,122,147,397,171,3059,1129
35.6536023682557,-82.5592149476684,0,131,171,469,279,2566,1256
35.521287338966,-82.4458001453736,0,187,222,470,347,2817,1595
35.5222650362267,-82.5448751450794,0,105,138,441,196,3092,1194
35.7367066354204,-82.5979975955796,0,271,352,747,561,3333,2100
35.5271535225305,-82.3930035994778,0,125,167,480,293,3037,1370
35.5802750736986,-82.6752369867976,0,146,215,566,374,3559,1772
35.7285591582474,-82.6165741580244,0,512,701,1259,1574,1895,2532
35.4704470814064,-82.7501950457855,0,115,153,438,235,2547,1272
35.6887994696431,-82.6015825462268,0,153,178,464,230,3179,1441
35.6294858358236,-82.4226609184687,0,86,116,473,189,3330,1226
35.6047175052176,-82.3415106719991,0,209,268,543,374,3162,1668
35.7468095071149,-82.6097301613342,0,170,195,483,270,2835,1481
35.6177534686944,-82.5934349311194,0,149,181,495,244,2947,1344
35.750720296158,-82.5898499804722,0,240,297,630,457,3304,1811
35.6597944509072,-82.6155964442115,0,132,153,436,200,2995,1243
35.680977891557,-82.5350980069506,0,131,166,463,225,2903,1175
35.5199837426183,-82.568666181193,0,125,154,447,208,2970,1221
35.7266037637258,-82.3095720207782,0,85,148,348,324,1962,1077
35.5105326690976,-82.6814291742792,0,86,136,442,226,3366,1442
35.7161749929444,-82.6674152762945,0,199,244,565,422,2825,1661
35.6650088362979,-82.6048415922698,0,682,954,1439,1552,2304,2412
35.7549569842879,-82.554326378604,0,332,427,680,620,2732,1847
35.5092290727499,-82.5572595200427,0,129,172,502,267,2875,1262
35.5320420088343,-82.5777915101133,1,226,290,680,485,4168,2225
35.5075995773153,-82.3806192245146,1,391,571,1030,1182,3468,3124
35.5656096147871,-82.5657330397543,1,415,504,833,962,2758,2737
35.6549059646034,-82.7322702925493,1,411,500,862,1106,1983,2077
35.5841858627416,-82.7312925787364,1,342,453,959,896,2928,2201
35.5062959809676,-82.6899026939909,1,334,433,764,892,2383,2407
35.7451800116803,-82.7149973485216,1,225,290,642,490,3569,2147
35.7458318098542,-82.5354239115549,1,289,376,842,700,3967,2695
35.7034649285545,-82.5008780234996,1,221,301,732,551,4034,2292
35.6923843595992,-82.7084792564357,1,212,337,875,621,3837,2024
35.6164498723467,-82.5696438950059,1,708,894,973,837,3622,2492
35.6659865335586,-82.7149973485216,1,362,481,811,1075,1926,2363
35.606998798826,-82.3437920042292,1,358,458,801,978,1844,1573
35.4847866412309,-82.4800201288246,1,226,289,675,485,3998,1963
35.5124880636191,-82.3868114119962,1,540,722,1357,1739,3083,2975
35.6454548910827,-82.4787165104075,1,139,187,564,317,3995,1710
35.6092800924345,-82.7299889603192,1,374,459,826,978,2753,2406
35.7223670755959,-82.737484766218,1,394,502,811,707,3173,1929
35.6676160289932,-82.7153232531259,1,350,413,654,762,1609,1812
35.6008067161746,-82.6159223488158,1,245,289,721,460,4569,1988
35.5395376878335,-82.671326131546,1,392,483,728,789,2212,2629
35.4789204576663,-82.4347193888276,1,151,271,677,616,2781,1657
35.5626765230049,-82.5911535988894,1,367,479,865,972,2844,2672
35.475987365884,-82.4363489118491,1,319,451,876,1017,2520,2178
35.4935859165777,-82.496967168248,1,165,213,616,348,4104,2097
35.7119383048144,-82.5328166747205,1,110,186,618,353,4346,1814
35.4867420357524,-82.462747184797,1,163,195,577,301,4256,2008
35.5998290189138,-82.7322702925493,1,431,509,987,919,3748,2767
35.697272845903,-82.5891981712636,1,418,556,959,923,2742,2115
35.7572382778964,-82.5396606714107,1,299,376,637,683,2147,2296
35.6174275696075,-82.7215154406075,1,194,235,593,358,3550,1880
35.5072736782284,-82.6859918387393,1,189,234,626,386,3757,1850
35.5059700818807,-82.3780119876802,1,398,596,1079,1271,3794,3255
35.6141685787383,-82.6622008026258,1,388,512,943,987,3396,3234
35.6741340107317,-82.669044799316,1,288,344,720,754,3291,2068
35.5607211284833,-82.5660589443586,1,473,569,851,1043,2113,2781
35.6109095878691,-82.6067970198956,1,212,277,658,439,3701,2217
35.5398635869204,-82.6706743223374,1,281,340,595,572,2126,2190
35.6962951486422,-82.7215154406075,1,286,409,810,829,3150,2863
35.5274794216175,-82.4497110006252,1,204,255,518,505,2553,1730
35.4981485037946,-82.404736165232407,1,430,611,1084,1562,3227,2962
35.5300866143128,-82.622766345506,1,299,375,755,670,3745,2487
35.6304635330843,-82.645905572411,1,545,567,971,971,3550,2161
35.5062959809676,-82.3724716094072,1,182,265,619,576,2792,1744
35.5111844672714,-82.3829005567446,1,329,445,828,954,2969,2868
35.5424707796158,-82.6335211974478,1,223,246,569,368,3114,1861
35.6347002212143,-82.6775183190277,1,381,521,1031,996,3358,1842
35.5587657339618,-82.5627998983157,1,459,581,993,1145,2624,2891
35.607324697913,-82.4353711980362,1,418,501,798,1054,1749,2432
